System Time:,Simulation Time:,VegetableType:,CurrentNumber:,
19:33:22,5280.75,Grain,98,
19:33:25,5290.795,Grain,98,
19:33:29,5300.884,Grain,96,
19:33:32,5310.963,Grain,97,
19:33:35,5320.98,Grain,98,
19:33:39,5331.095,Grain,99,
19:33:42,5341.175,Grain,99,
19:33:45,5351.255,Grain,100,
19:33:49,5361.363,Grain,101,
19:33:52,5371.376,Grain,101,
19:33:56,5381.48,Grain,102,
19:33:59,5391.54,Grain,101,
19:34:2,5401.542,Grain,102,
19:34:6,5411.552,Grain,103,
19:34:9,5421.608,Grain,102,
19:34:12,5431.659,Grain,103,
19:34:16,5441.682,Grain,104,
19:34:19,5451.723,Grain,103,
19:34:22,5461.821,Grain,103,
19:34:26,5471.897,Grain,103,
19:34:29,5481.963,Grain,104,
19:34:32,5492.015,Grain,105,
19:34:36,5502.053,Grain,105,
19:34:39,5512.14,Grain,103,
19:34:42,5522.234,Grain,104,
19:34:46,5532.351,Grain,105,
19:34:49,5542.41,Grain,106,
19:34:53,5552.479,Grain,106,
19:34:56,5562.571,Grain,107,
19:34:59,5572.588,Grain,106,
19:35:3,5582.644,Grain,107,
19:35:6,5592.712,Grain,108,
19:35:9,5602.717,Grain,108,
19:35:13,5612.775,Grain,109,
19:35:16,5622.8,Grain,108,
19:35:19,5632.876,Grain,108,
19:35:23,5642.965,Grain,108,
19:35:26,5653.013,Grain,109,
19:35:30,5663.03,Grain,108,
19:35:33,5673.062,Grain,109,
19:35:36,5683.075,Grain,110,
19:35:40,5693.107,Grain,111,
19:35:43,5703.157,Grain,112,
19:35:47,5713.172,Grain,113,
19:35:50,5723.195,Grain,114,
19:35:53,5733.246,Grain,115,
19:35:57,5743.33,Grain,116,
19:36:0,5753.339,Grain,115,
19:36:3,5763.366,Grain,115,
19:36:7,5773.448,Grain,116,
19:36:10,5783.516,Grain,116,
19:36:14,5793.546,Grain,117,
19:36:17,5803.627,Grain,118,
19:36:21,5813.684,Grain,119,
19:36:24,5823.714,Grain,120,
19:36:28,5833.848,Grain,120,
19:36:31,5843.978,Grain,120,
19:36:34,5854.035,Grain,120,
19:36:38,5864.039,Grain,120,
19:36:41,5874.112,Grain,120,
19:36:44,5884.143,Grain,121,
19:36:48,5894.187,Grain,122,
19:36:51,5904.207,Grain,122,
19:36:54,5914.217,Grain,123,
19:36:58,5924.292,Grain,122,
19:37:1,5934.298,Grain,122,
19:37:4,5944.448,Grain,122,
19:37:8,5954.45,Grain,123,
19:37:11,5964.53,Grain,123,
19:37:15,5974.586,Grain,124,
19:37:18,5984.682,Grain,125,
19:37:21,5994.726,Grain,126,
19:37:25,6004.77,Grain,127,
19:37:28,6014.881,Grain,126,
19:37:31,6024.91,Grain,127,
19:37:35,6035.04,Grain,127,
19:37:38,6045.191,Grain,128,
19:37:41,6055.298,Grain,128,
19:37:45,6065.395,Grain,129,
19:37:48,6075.443,Grain,129,
19:37:52,6085.561,Grain,130,
19:37:55,6095.665,Grain,130,
19:37:58,6105.747,Grain,131,
19:38:2,6115.891,Grain,130,
19:38:5,6125.938,Grain,131,
19:38:8,6136.012,Grain,132,
19:38:12,6146.032,Grain,132,
19:38:15,6156.12,Grain,133,
19:38:19,6166.214,Grain,133,
19:38:22,6176.237,Grain,134,
19:38:25,6186.252,Grain,134,
19:38:29,6196.357,Grain,134,
19:38:32,6206.416,Grain,135,
19:38:35,6216.508,Grain,136,
19:38:39,6226.568,Grain,136,
19:38:42,6236.59,Grain,136,
19:38:45,6246.694,Grain,137,
19:38:49,6256.774,Grain,138,
19:38:52,6266.816,Grain,138,
19:38:55,6276.877,Grain,139,
19:38:59,6286.953,Grain,140,
19:39:2,6296.99,Grain,141,
19:39:5,6307.01,Grain,142,
19:39:9,6317.017,Grain,143,
19:39:12,6327.028,Grain,143,
19:39:16,6337.107,Grain,143,
19:39:19,6347.198,Grain,143,
19:39:22,6357.308,Grain,144,
19:39:26,6367.322,Grain,145,
19:39:29,6377.408,Grain,145,
19:39:32,6387.499,Grain,146,
19:39:36,6397.549,Grain,147,
19:39:39,6407.616,Grain,148,
19:39:42,6417.632,Grain,149,
19:39:46,6427.733,Grain,150,
19:39:49,6437.783,Grain,151,
19:39:52,6447.831,Grain,152,
19:39:56,6457.934,Grain,152,
19:39:59,6468.024,Grain,153,
19:40:3,6478.138,Grain,153,
19:40:6,6488.17,Grain,152,
19:40:9,6498.266,Grain,152,
19:40:13,6508.378,Grain,153,
19:40:16,6518.392,Grain,153,
19:40:19,6528.513,Grain,153,
19:40:23,6538.529,Grain,154,
19:40:26,6548.633,Grain,155,
19:40:29,6558.725,Grain,155,
19:40:33,6568.829,Grain,155,
19:40:36,6578.855,Grain,155,
19:40:40,6588.984,Grain,156,
19:40:43,6599.019,Grain,157,
19:40:46,6609.146,Grain,157,
19:40:50,6619.16,Grain,158,
19:40:53,6629.177,Grain,159,
19:40:56,6639.286,Grain,159,
19:41:0,6649.369,Grain,160,
19:41:3,6659.384,Grain,160,
19:41:6,6669.392,Grain,158,
19:41:10,6679.541,Grain,157,
19:41:13,6689.724,Grain,158,
19:41:17,6699.796,Grain,158,
19:41:20,6709.84,Grain,159,
19:41:23,6719.898,Grain,160,
19:41:27,6729.973,Grain,161,
19:41:30,6740.076,Grain,162,
19:41:33,6750.219,Grain,163,
19:41:37,6760.348,Grain,164,
19:41:40,6770.377,Grain,165,
19:41:44,6780.415,Grain,164,
19:41:47,6790.533,Grain,164,
19:41:50,6800.657,Grain,164,
19:41:54,6810.702,Grain,164,
19:41:58,6820.736,Grain,165,
19:42:1,6830.751,Grain,165,
19:42:4,6840.85,Grain,165,
19:42:8,6850.918,Grain,166,
19:42:11,6861.071,Grain,167,
19:42:15,6871.167,Grain,168,
19:42:18,6881.185,Grain,169,
19:42:21,6891.248,Grain,170,
19:42:25,6901.28,Grain,171,
19:42:28,6911.438,Grain,170,
19:42:31,6921.524,Grain,171,
19:42:35,6931.583,Grain,171,
19:42:38,6941.733,Grain,171,
19:42:42,6951.823,Grain,168,
19:42:45,6961.907,Grain,168,
19:42:48,6971.949,Grain,169,
19:42:52,6981.983,Grain,169,
19:42:55,6992.033,Grain,170,
19:42:58,7002.174,Grain,171,
19:43:2,7012.322,Grain,171,
19:43:5,7022.432,Grain,171,
19:43:9,7032.549,Grain,171,
19:43:12,7042.667,Grain,172,
19:43:15,7052.707,Grain,173,
19:43:19,7062.792,Grain,174,
19:43:22,7072.938,Grain,174,
19:43:25,7083.092,Grain,175,
19:43:29,7093.201,Grain,176,
19:43:32,7103.324,Grain,177,
19:43:36,7113.359,Grain,178,
19:43:39,7123.435,Grain,177,
19:43:42,7133.572,Grain,178,
19:43:46,7143.7,Grain,178,
19:43:49,7153.755,Grain,179,
19:43:53,7163.91,Grain,179,
19:43:56,7174.008,Grain,180,
19:43:59,7184.043,Grain,181,
19:44:3,7194.224,Grain,182,
19:44:6,7204.381,Grain,183,
19:44:9,7214.571,Grain,183,
